 Operating Gross Margin, Non-industry income and expenditure/revenue, Operating Expense Rate, Research and development expense rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Cash Flow Per Share, Revenue Per Share (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Long-term fund suitability ratio (A), Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Fixed Assets to Assets, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Total assets to GNP price, No-credit Interval, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,PCA_ ROA(C) before interest and depreciation before interest_ ROA(A) before interest and % after tax,PCA_ Operating Profit Rate_ Pre-tax net Interest Rate,PCA_ Persistent EPS in the Last Four Seasons_ Operating Profit Per Share (Yuan ¥),PCA_ Cash flow rate_ Operating Funds to Liability,PCA_ Debt ratio %_ Current Liability to Assets,PCA_ Cash Reinvestment %_ CFO to Assets,PCA_ Contingent liabilities/Net worth_ Working Capital/Equity,PCA_ Net Income to Stockholder's Equity_PCA_ Borrowing dependency_ Current Liabilities/Equity
0.4708441781167493,0.5649802663202294,5.184741524999481e-14,0.7721891671135056,4.1167815684195475e-11,0.3521403928549976,0.7465413884249464,0.501957040283561,4.970047326512475e-08,0.687339634475517,0.4659794386828898,0.46646250484026175,0.5082266879646894,0.9337920064888241,1.8337622360257294e-10,0.53370141769043,1.9416817423513607e-08,2.7055913622790057e-09,0.5774418988650504,1.4258489636383154e-09,0.8070228678325936,0.6086828645776851,0.48727519012326553,1.1470404617450192e-10,1.7110081966704993e-09,4.951594689828198e-14,3.3822944445205394e-13,0.5872431690266953,8.438192219912882e-09,0.7317508683799173,1.6426859412652095e-09,0.8412192459999999,0.45558656899999994,0.533343096,0.5914528381096467,3.917788879881541e-09,1.2170938675296061e-09,0.4837879369879394,4.4871739483809403e-10,0.31865880495647597,7.132594289499528e-10,0.5361771655764827,0.8343349094028498,0.3754247500331096,2.0858315075145129e-13,2.5091040356528538e-14,0.4967836471099391,3.730349362740526e-14,1.1194993022241328e-07,0.6772018778902268,0.6296788954359801,0.5358043116320874,0.5432279724812301,0.2875208935432873,0.0,8.157212457587937e-10,0.5852226223511743,0.7300026917991134,0.5195249846527439,0.0,0.559669712166504,0.5376641390740855,0.38081056228636256,0.5196942329862613,0.5949455198286561,0.20223727389750276,0.41146678680865884,0.4353217742400664,0.6176351492013284
0.4782677035513291,0.5649311394107375,1.4843681839238343e-13,1.2423395645555502e-13,0.0,0.0,0.772958263552413,0.510855057801081,4.815855740515802e-08,0.6863728241732002,0.46585090126003276,0.46634009347883876,0.5081996783345744,0.6510860639818875,1.8322856177189345e-10,0.5330136616125544,4.1367030810470114e-08,6.1588100912571275e-09,0.5772068003461696,3.7773617632234913e-10,0.9935826159359269,0.6026323914312411,0.46646121187547923,1.6655259159684133e-10,1.1774388799026814e-09,0.9603658435893104,4.004019338310627e-12,0.5121753342944381,1.2078259620056358e-08,0.7297182572121141,1.509302075680674e-10,0.9454112459999999,0.804115155,0.864584141,0.8309196737341462,9.091225158428494e-09,4.097887396602162e-09,0.48369248111379665,5.706647637077067e-10,0.9867647374342514,0.0,0.5437383238211632,0.7983806214589497,0.5960033840567435,3.4600100562443004e-13,7.993605777301127e-14,0.49687961735878977,9.525713551283843e-14,7.214969819697601e-09,0.6567570480551548,0.5851834049634643,0.5310095692274639,0.5365811592523262,0.1491631604720805,0.0,2.9728250069971374e-10,0.5833274664021838,0.7297421591347605,0.5193165585063879,0.0,0.8279060867557221,0.489587348787203,0.38049623797152415,0.4903602598061141,0.6186165391839785,0.11333965387356704,0.43453905021191314,0.43966067607824555,0.6160660981121037
0.5113067460575087,0.5647974617561339,3.7364555893759643e-13,2.0378143616994748e-13,6.36538460829783e-11,0.0,0.7125603115748953,0.4813387035128798,7.371642891051099e-09,0.6868351212159834,0.46604738645690463,0.4675947572327403,0.5083770847456704,5.051514762044462e-15,5.652179534414332e-10,0.5334030938902227,3.137504620725259e-08,3.4507542131904934e-09,0.5787621225600713,5.611636255502261e-10,0.8584503043455343,0.6046104534762762,0.21303656476518892,2.1236459769521931e-10,9.238918922439832e-10,0.20184498245270552,2.1632695634821175e-13,0.36558347207549535,8.741767575657158e-10,0.7210689236632871,2.8836003853824344e-10,0.9235110329999999,0.5837126339999998,0.825506178,0.8934974556031304,5.2370625896352475e-09,4.491700495920514e-09,0.48386490057188697,1.2843522634309323e-09,0.8683883018058405,2.698846701676416e-11,0.3684595967046588,0.7874525578815302,0.5124891943488855,1.2697620732637915e-12,2.9820590441431705e-13,0.49729298196289173,4.871103520542874e-13,5.1300651009232416e-08,0.6578123524020855,0.848748234785706,0.6194653121997803,0.5626791298836804,0.19193233250452152,0.0,9.437800931391682e-11,0.5834817591819246,0.7332634365834683,0.5215501280382537,0.0,0.7661789702850904,0.4626021898354331,0.3804003956996278,0.4486630348679983,0.5729605470588759,0.14538488680532674,0.36656464524772603,0.43902106265291285,0.617216406484611
0.4542387732792467,0.565171718977269,0.2703777467073824,0.6105542633865333,0.9999999999999999,0.5191780152168037,0.7255916998414838,0.48391719034138164,2.2748582880816916e-08,0.6849450269761852,0.4654933156566907,0.46673092384853493,0.5082608235710322,0.4624272085347163,1.5725273784950727e-10,0.5336078063762989,1.5218736988339716e-08,2.2020933845932206e-09,0.5772631677674366,5.451606592370151e-10,0.9699594847158999,0.6022451016099288,0.35770680314487824,1.3175859058314754e-10,1.4889240877551113e-09,9.381384558082573e-14,1.7451595724082836e-12,0.4367515400935611,1.4118945330991685e-08,0.716856058222198,4.3084114314390076e-10,0.8064754379999999,0.35507084499999997,0.394708525,0.6622632320068325,3.235728475469487e-09,1.6505899008700808e-09,0.4837726188012677,2.6771209554743436e-10,0.87445529720654,0.0,0.4655942793467658,0.8081486645485306,0.20105244506378386,2.10026440683464e-13,2.90878432451791e-14,0.4967697294344634,6.439293542825908e-14,1.2975068484043228e-08,0.6567570480551548,0.5816459622671865,0.52802945269528,0.5362828872816031,0.34526695802371543,0.0,9.789471798297977e-10,0.5841070988281679,0.7298034044988093,0.5193663466807038,0.0,0.7712935906114133,0.4513223549209149,0.38019863184208763,0.44215504478328155,0.5766962808605351,0.1427382256276527,0.37230164525021153,0.43070659391472144,0.617011194351529
0.47729276214008404,0.5649935821333947,1.87960758069039e-13,1.4660495040175192e-13,0.0,0.2600938956125563,0.6890757309124549,0.4880872654781266,1.0096396229914567e-08,0.6863687917027762,0.466156582299247,0.4709218888198369,0.5087136890127547,0.4890727070640592,1.5971345215326851e-10,0.5330451718864953,2.5817655201426995e-08,3.490272799076821e-09,0.5772068003461696,3.3112593743334084e-10,0.8270782489532794,0.6015451812452314,0.2648382867109774,1.2216539932441428e-10,1.6064812986826826e-09,4.518607710224387e-14,2.0058954497415016e-13,0.37138536149564416,5.888747772015649e-09,0.7210460576852855,1.6966989631848894e-09,0.8350665389999999,0.38072165999999996,0.429431625,0.7015714717401172,5.413435281910895e-09,2.9560012848942052e-09,0.4837384608592947,4.909466253671946e-10,0.735767278730285,0.0,0.4519917086901607,0.7869342234457037,0.5130937108522502,3.3870128923751963e-13,7.183142969324763e-14,0.4968525857775254,1.0769163338864018e-13,8.492398253411504e-08,0.6567570480551548,0.6300853881321078,0.5553379889001696,0.540997245651732,0.22749984604167614,0.0,8.826753260596232e-11,0.5829446106647752,0.7297421591347605,0.5193165585063879,0.0,0.8449299644757478,0.44989135649622264,0.38023061518715096,0.4458839979603465,0.5930958837459802,0.09629708508944394,0.3923629299700354,0.43311209833582465,0.6163990162869213
0.47385871741973135,0.5649236423126823,7.283063041541027e-14,0.93316733938328,3.261883818606037e-11,0.2161998311853413,0.761274063681733,0.5057053532339236,6.448598855975703e-08,0.6866531899709284,0.4658712839760925,0.4662977431338249,0.508204986399398,0.6140437330585349,1.841045611317496e-10,0.5332738657986026,3.19360664492068e-08,4.170184593043497e-09,0.5772941980917906,6.246922508359315e-10,0.8042305539780927,0.6043724310431793,0.5631064033350037,2.7557906694467005e-10,7.114876977507012e-10,5.190292640122607e-14,3.7261860263981816e-13,0.6130632045667942,8.008130423950389e-09,0.7313009849555904,1.263756652276904e-09,0.8776224889999998,0.508785069,0.601386245,0.7825110194960438,6.386884270645574e-09,3.642847966854601e-09,0.4837599591111955,7.653652208533535e-10,0.4034451881094033,2.634433175080497e-10,0.6079204349625169,0.8282933076707273,0.5067011911712762,1.642574964932919e-13,9.936496070395151e-15,0.49678358438243814,5.4789506265251475e-14,1.2722984028007574e-07,0.6641586194939908,0.6464567462145783,0.5495681180898366,0.543347512003551,0.18892510840988794,0.0,1.7728326098809255e-10,0.5831239847857722,0.729853192277514,0.5194064634873538,0.0,0.7464504810816504,0.5496295869404826,0.3807749234281232,0.5350482853346434,0.6096698629712722,0.130694856211391,0.4197265872321388,0.43626461710631126,0.6156394452025595
0.47597482561959303,0.5649583431795459,1.0147438445073931e-13,0.12782700327597407,0.0,0.5480402737663614,0.719832881951118,0.49794592656307174,3.5358517863843045e-08,0.6865032183410947,0.465837952144593,0.4661786698441217,0.5081886072658381,0.47163243072183053,1.697238324817503e-10,0.5326957915004329,1.7631198845927077e-08,2.7323675657123236e-09,0.5772068003461696,8.111330251133614e-10,0.8336502661467892,0.6060198116648606,0.4805162956478904,9.836757059941692e-11,1.992547560975e-09,9.381384558082573e-14,5.70765656959793e-13,0.5566984905131995,1.208950210166565e-08,0.7346215590732144,1.2297932529097e-09,0.8489670059999999,0.6042782229999999,0.618598293,0.7737198502926779,4.070761784570002e-09,1.9003009036136498e-09,0.4836793233595635,1.4443298293476126e-10,0.9211398838183444,0.0,0.519739419181223,0.80804368713637,0.5577935420443098,2.173261570703744e-13,3.8413716652030416e-14,0.4967813796814005,6.644684802381562e-14,6.525033037396342e-08,0.6567570480551548,0.5751462938418034,0.5251383601098497,0.5356094697553285,0.309796694652656,0.0,1.3343297473877858e-10,0.5829562136352588,0.7297422834037287,0.5193166596492185,0.0,0.6928476108834485,0.5087360087900185,0.38072229978744243,0.49337888534077323,0.5987716398208422,0.18635672829626082,0.42052510194898596,0.43484317917785253,0.6163624700411311
0.4817109168933266,0.5647696378561582,1.325606291402437e-13,8.454348332520567e-14,0.9999999999999998,0.8446095681141153,0.710702742093442,0.4951168812605914,2.2558478102218185e-08,0.6862420690299922,0.46584186083480633,0.46601141045890804,0.508161563468272,0.37536358555906485,1.7112155610695887e-10,0.532258619426697,1.881064065422473e-08,2.2884168889274886e-09,0.5773611344341394,4.746693973208677e-10,0.8407854971473172,0.6012947747958666,0.38994566505846817,2.0278232521972472e-10,9.677630073180732e-10,0.9582691028044611,4.3470782529198004e-13,0.4784397818217035,6.90065387386825e-09,0.7297286973956691,9.061956211461886e-10,0.8162907539999998,0.31101023799999994,0.392888444,0.7069133260838514,3.520523469643412e-09,2.41220851106283e-09,0.483849100203374,5.759376500019675e-10,0.68218387138573,0.0,0.4772215130539351,0.7898396165645757,0.5785472959324689,1.7447154831984335e-13,9.325873406851315e-15,0.4967695186482411,6.483702463810914e-14,6.581941881147048e-08,0.6567570480551548,0.6028652202966269,0.5373062956441708,0.5384966381738054,0.2947424476539775,0.0,1.3352364786750615e-10,0.5826170302174666,0.7298293155363086,0.5193872685871029,0.0,0.7943689301528017,0.46480515719654164,0.3806521350812729,0.46913435090699823,0.6034921649349291,0.12283226851251682,0.4089240608868319,0.43228892662633434,0.6167794559996232
0.4788161573622882,0.5651830611258057,1.0008660566995786e-13,0.8036926048705673,0.0,0.5944745561645397,0.7449491400045667,0.49817322396668834,2.7944634219036896e-08,0.686433906947803,0.4658735393988103,0.4661794921796332,0.5081895007833663,0.027828911079529506,1.6322750285733753e-10,0.5326247282303845,1.9404572542460483e-08,3.1325164094597735e-09,0.5772068003461696,5.989599077133034e-10,0.8417183564795312,0.6000886218541597,0.35770680314487824,1.93896153039691e-10,1.0111757902352136e-09,1.801891968966629e-13,3.808064974464287e-13,0.4443808614408364,5.8564257550723035e-09,0.7291840966220987,8.681642553291791e-10,0.8132103009999999,0.36466273399999993,0.366727107,0.6566523704248077,4.562842988913105e-09,2.2051603876249715e-09,0.48365870857129983,1.1625140086679586e-10,0.4242973290384989,0.0,0.6238055065316908,0.8241216965315399,0.42080496037000703,1.9617640845126516e-13,3.247402347028583e-14,0.49677915341812307,6.38378239159465e-14,6.225615202252641e-08,0.6567570480551548,0.5809932176550737,0.5275307975293625,0.5362315506161315,0.28766052890857285,0.0,8.15788634561665e-11,0.583005332348746,0.7297421591347605,0.5193165585063879,0.0,0.7543245304240657,0.5168047666013228,0.38102465991357387,0.4985907384656986,0.6032461128642262,0.12869897147469941,0.40552006421110376,0.4322695018214672,0.6156680771583175
0.4641082722697355,0.5648847560795563,8.676392937445598e-14,4.196643033083092e-14,5.2410905476696357e-11,0.20547460565388176,0.7407917532593382,0.4858503188304624,3.59710622692324e-08,0.6866930170215624,0.46673761309814216,0.46694324395680303,0.5082560279394486,0.4380994752538569,1.6051079438023433e-10,0.5329754470152751,2.1977769645202885e-08,2.6101630759122613e-09,0.5794102747057025,6.682889872999115e-10,0.816537741226276,0.6054699396910197,0.43222281346731545,1.7721162731687556e-10,1.1073977906547738e-09,0.9368323322184827,3.463618281074332e-13,0.50124114526757,6.682812335142337e-09,0.7217527567412526,1.0909440551452876e-09,0.8733089469999998,0.5441817309999999,0.675093268,0.7029596042041948,4.18191346997351e-09,1.6227917794264801e-09,0.4838180082649368,6.371816459876944e-10,0.9276317648627648,0.0,0.46324293499342223,0.7857196224818017,0.49058277797053884,2.797484466299238e-13,4.263256414560601e-14,0.4968181809650553,5.784261958297066e-14,9.010352394718058e-08,0.6567570480551548,0.5674438187513138,0.5227184274509501,0.5346964620033339,0.2602895204848312,0.0,1.2822945353110904e-10,0.5831851159233712,0.7332212599414367,0.5215293059875445,0.0,0.7334044778535581,0.44432559222956564,0.3801933244268015,0.4476984262671174,0.5803982511171845,0.1654060066588143,0.37839387460205054,0.4361029185646811,0.6176899339932557
