 Operating Gross Margin, Non-industry income and expenditure/revenue, Operating Expense Rate, Research and development expense rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Cash Flow Per Share, Revenue Per Share (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Long-term fund suitability ratio (A), Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Fixed Assets to Assets, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Total assets to GNP price, No-credit Interval, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,PCA_ ROA(C) before interest and depreciation before interest_ ROA(A) before interest and % after tax,PCA_ Operating Profit Rate_ Pre-tax net Interest Rate,PCA_ Persistent EPS in the Last Four Seasons_ Operating Profit Per Share (Yuan ¥),PCA_ Cash flow rate_ Operating Funds to Liability,PCA_ Debt ratio %_ Current Liability to Assets,PCA_ Cash Reinvestment %_ CFO to Assets,PCA_ Contingent liabilities/Net worth_ Working Capital/Equity,PCA_ Net Income to Stockholder's Equity_PCA_ Borrowing dependency_ Current Liabilities/Equity
0.4606471357632305,0.5648928136762763,0.9625144708517281,0.0,4.2435853442324145e-11,0.0,0.7102336997694186,0.41033296687265697,6.017706791791415e-08,0.6872273703277904,0.4675635673802316,0.4678651682585347,0.5086794278382407,0.0,1.7273586646335617e-10,0.533291935492417,1.0299667648112649e-08,1.4547230650988063e-10,0.5804508497438929,6.497374106838663e-09,0.8610068962788888,0.6544598188333489,0.41164055983428127,4.2295632621258683e-10,4.635391822986612e-10,0.06759735980850329,1.0644263248593688e-12,0.7057432937259733,2.997218101540109e-08,0.7350750618087083,1.631074102170782e-09,0.8181194949999999,0.06825966099999997,0.866373537,0.2770386716014477,1.3216970335024059e-10,1.3976755256633888e-10,0.4855292662794786,1.237900233708178e-09,0.6812491096980925,2.8579030114661563e-10,0.4628198654243748,0.8068486943890911,0.2359731154563249,4.695965838408256e-13,0.6950796824388821,0.4967830301192459,0.8334017057245799,2.3504173520514943e-08,0.6856273596492645,0.5844105049968505,0.5253785170288291,0.5395183906144116,0.44182516614175954,0.0,2.859458004579596e-10,0.5783213194119491,0.7325178722221272,0.5211647618826081,0.0,0.31605605329954445,0.45729909047749073,0.380341956617652,0.47783513246326864,0.5625340068952072,0.36854709694417676,0.2571960155898926,0.4410816767395107,0.6349372229350729
0.4559325638389913,0.5652416821449163,0.8569023541287109,0.043652219699704786,7.489307785046861e-11,0.19731312466827855,0.7907304785354787,0.47995380714281444,1.1534817558544411e-07,0.6910287587024287,0.469671864435962,0.4669057363449235,0.508285951621292,4.440892098500626e-16,2.2672502292481536e-10,0.5341290028733846,1.1164537943339319e-08,1.8590164616028027e-09,0.5777497691562448,2.3842280016603268e-09,0.9774596063587799,0.6081319681592275,0.5457723569625998,1.5590433197903986e-10,1.2579237790300013e-09,9.499789843658846e-12,4.2201520056295294e-12,0.7004427581461371,7.939129787926818e-08,0.7364421516057994,1.0771083517290003e-09,0.8014891649999999,0.569354256,0.546472932,0.22876018751471325,2.752970241039817e-09,1.9117024022824447e-10,0.48361667709174583,1.0,0.492956142271684,5.58323413543671e-10,0.577196186970919,0.8711641266400233,0.19789780162971207,1.8465784457077916e-13,3.108624468950438e-14,0.49674075573692394,0.6080224580093149,8.942941456054239e-09,0.6772654034609448,0.5733638572563903,0.524288569868043,0.5355353819134294,0.4222985491605664,0.0,4.745091338083374e-10,0.5838651075925482,0.7304675404576627,0.5198760300613593,0.0,0.4505247977203324,0.522209008970665,0.3804576586050425,0.524946242472438,0.5781183757055114,0.27379395246691995,0.3698935132160269,0.43053992245124745,0.6191745629964238
0.4530128555716917,0.5649364142349834,0.7023119555845017,0.009489971988774215,1.1764514015744076e-10,0.8037631476780189,0.710702742093442,0.4872770904524992,1.854527470490381e-08,0.6891392313122039,0.4660559811011821,0.46655737909849004,0.5082400935355432,0.32711631007041464,1.598611139297379e-10,0.5329916911919897,1.022772195497586e-08,3.653114516617706e-10,0.6163263887157858,3.740974082377599e-09,0.8133076010902619,0.6239374510756223,0.17027900278711733,8.096497647672174e-11,2.426730301083313e-09,0.38280543703812536,2.0727863869751673e-13,0.4315995159431908,2.697018980832278e-08,0.7207139695656614,7.324041872546622e-09,0.8044446519999999,0.2599629319999999,0.70201655,0.22822895984016012,8.578196896303486e-10,1.367520714723458e-10,0.4849756267035263,8.565219956901959e-10,0.6421538578904585,1.1077988353036528e-10,0.45382210110232923,0.7850592878029601,0.0969697047239178,8.707756737891259e-13,7.860379014346108e-14,0.4968493194271502,3.0531133177191805e-14,5.219703727658278e-08,0.6641448016326488,0.5479721874812129,0.5209121805075717,0.5296244178640657,0.4434954667348403,0.0,7.4277071038936215e-09,0.5614654491905787,0.7542404032909269,0.5259766458948021,0.0,0.37763989867914893,0.436919077404718,0.38014298862546614,0.4413389012408083,0.5804363029966025,0.3260483666611105,0.38201376881622884,0.4349715267079082,0.6255424758117986
0.4699153343615482,0.5649108680382411,0.8804630070228927,0.501253680369662,0.0,0.30524314469184094,0.7471995897688867,0.5095692154391036,3.3879963140417794e-08,0.6858673927015695,0.4657802322878491,0.4661055744552132,0.5081775943698201,0.3742530299437925,1.5993993060297793e-10,0.5322315638297725,4.6870853141002576e-08,7.173468604933578e-09,0.5772068003461696,1.6556305545284422e-10,0.7900890987482039,0.6003545177932971,0.4362055931728813,1.8892560085803645e-10,1.0370509615983958e-09,9.070522111187529e-14,1.8626766795648564e-13,0.4737282463417231,5.635763790839748e-09,0.7297391362939899,1.866147365109372e-09,0.8733524239999999,0.500338929,0.528407786,0.8317595730034542,1.0493139206656493e-08,7.580802620192617e-09,0.4836787417550575,5.475994813847196e-10,0.9143891870628599,0.0,0.5707708276904745,0.8879513939828328,0.192947512942867,2.0425328095541317e-13,3.108624468950438e-14,0.4968121434830147,9.520162436160717e-14,1.9263981642083316e-07,0.6567570480551548,0.5708045246569569,0.5237453774058062,0.5350896822753195,0.13261140691323434,0.0,1.3174044984250177e-09,0.5806499918639414,0.7297421591347605,0.5193165585063879,0.0,0.9104860854419696,0.5440508167634905,0.38090035909978354,0.5079858798465704,0.6719511561081705,0.06082842034898461,0.4447330617392973,0.43481203215298475,0.6152561891189839
0.4720789796810676,0.5648489062939996,0.9937548559063918,0.8097573930204134,7.80612866013719e-11,0.0,0.7158880489956811,0.5011020999713447,4.3089228337852593e-08,0.688542417496694,0.4660984577950651,0.4664383136244161,0.5082234709649196,1.3877787807814457e-15,2.396095873796744e-10,0.5344044428801012,1.7769734247014045e-08,2.5178666727531523e-09,0.5772247749075909,9.778582665820323e-10,0.8016017916944734,0.6084335473517315,0.6043680009750947,1.4134058853865206e-10,1.3874201241007023e-09,1.0264011862659572e-13,5.677680547933051e-13,0.6649249363119096,3.188916158181976e-09,0.7254697838630396,4.5387467655783054e-10,0.8675349809999999,0.682664734,0.732349668,0.7841313644826012,3.9125548306306705e-09,1.6952433467415373e-09,0.48372285985433383,2.4311891388961726e-10,1.0,0.0,0.4639232257470733,0.8427987263811527,0.4334960723855908,2.1299628727433628e-13,3.3084646133829665e-14,0.49678031847471704,5.762057497804562e-14,1.0987244134836758e-07,0.6567570480551548,0.6478829771045298,0.5433676504677436,0.5444413512675087,0.30795805401845966,0.0,1.4654965088678473e-10,0.5844701153354043,0.729768262490028,0.519337838219186,0.0,0.6498872323996325,0.585373156008059,0.38080827507576875,0.517360034411443,0.5990892202926745,0.21079779936519383,0.4328637656655844,0.43649889738987124,0.6159107633412051
0.4608507191954668,0.565085894327343,0.996031423378837,0.0,3.2460787530164126e-11,0.4787045378923753,0.7289435661460526,0.49219605317932263,5.314338347530735e-08,0.6862105748288765,0.4658094776403744,0.46646329644734164,0.508173580878034,0.436845778316247,1.7176134478472452e-10,0.5332586450375366,2.1456540034758874e-08,3.1078170872281957e-09,0.5772729667925436,8.384903179767256e-10,0.8840410549408724,0.6074630198871939,0.5654770739838066,1.2536308189453615e-10,1.5656331079673402e-09,9.509060205914466e-14,7.248923683533803e-13,0.6361723355736182,9.448702976419055e-09,0.7241014389281348,3.704019257110003e-10,0.8912303629999999,0.7250722789999999,0.784446509,0.842751822878532,4.684687624151654e-09,2.49914793720718e-09,0.4837177672963835,3.1327881261367096e-10,0.9650738990582323,0.0,0.5294412649104892,0.8194699276627587,0.4236962418057156,2.0050627824730327e-13,2.808864252301646e-14,0.49678550632364016,6.70019595361282e-14,3.420918709141603e-08,0.6567570480551548,0.7811455232894845,0.5804002631083693,0.5582650222067912,0.26543552166822376,0.0,1.8227162487671755e-10,0.5835933756665478,0.7298166299247402,0.519377035201512,0.0,0.6855217647442565,0.47973408028137415,0.38042560505913664,0.46475462462931905,0.5889329954089564,0.191813534869226,0.39678506743587105,0.43779122033336715,0.6167527616597797
0.457925335664212,0.5648622484909501,0.9118213378279094,0.0,1.2097140303368725e-10,0.3766244808379406,0.6900717159962959,0.489335376378618,4.4419929727860206e-08,0.6870290050909816,0.4662035227059313,0.46658573143088317,0.5082422189945615,0.37871160309053276,1.696254717090985e-10,0.5343642278293607,6.002842528607388e-09,8.112102083818185e-10,0.5833377999059928,2.686135049199262e-09,0.7867942031112438,0.6096454358497635,0.48727519012326553,1.612230704842177e-10,1.2173702003057119e-09,7.854827899222983e-14,4.1147640850169864e-13,0.6822237829938687,1.5933348049447646e-08,0.725939807262763,2.472270888443512e-09,0.7278961649999999,0.32047973999999996,0.403868072,0.019776953456269508,1.115299510894268e-09,1.106027856107028e-11,0.4829080232052694,1.9003887005708542e-10,0.7932263163829782,0.0,0.43623631849184624,0.7915084248263544,0.3727606351891594,1.2645440250480533e-13,0.9833146213252251,0.49668193995934073,0.06528328867524963,1.0651774909461662e-07,0.6567570480551548,0.5524103519984558,0.5211397547968154,0.5314730905501659,0.5614707289541003,0.0,4.36100342903617e-10,0.5803429332761909,0.7455748190236194,0.5249523511314566,0.0,0.4290713536694625,0.4610819334006706,0.3802435035131359,0.45693319406869437,0.5823343969364895,0.30737965763295527,0.38957646574372085,0.42668693659729257,0.6242780125962605
0.47556584297452537,0.5653008063007718,0.9861107442806432,0.7293981716845084,2.3434122697896242e-11,0.41172671441846365,0.7604641174577997,0.505340821425556,4.00265169982119e-08,0.6874393862601774,0.46600275024644466,0.4665278800218934,0.5082376526495316,0.6412914934761891,1.8246081490320976e-10,0.5338307381392815,1.3254782639282895e-08,1.9180470529987087e-09,0.5773219572433743,1.20046009591257e-09,0.820503177166912,0.6035940193839086,0.3717897951996648,1.278429697174066e-10,1.5355235299420456e-09,6.139533326177116e-14,3.0300761899582085e-13,0.50124114526757,8.069973596568905e-09,0.7356437939075636,1.5110451271303782e-09,0.7999158949999999,0.3622484489999999,0.404914975,0.2310611875386593,2.8014362274180957e-09,3.06850049709706e-10,0.4838047067081831,2.4212407946644365e-10,0.428863543043319,3.636477351881551e-10,0.5669552582552755,0.8823789590997111,0.25667481669425657,2.1654900095313678e-13,3.108624468950438e-14,0.4967617084524689,0.7667324202792198,7.934174850213432e-08,0.6649567311454121,0.5775924587631396,0.525422881819049,0.5360001960613426,0.37961931664682846,0.0,2.8659757891555393e-09,0.5848716067397122,0.7298772389556614,0.5194257210417714,0.0,0.6005826419605813,0.5682737218114433,0.381329062973291,0.539215929644101,0.5963321411447885,0.1982765837039019,0.4101139795236502,0.4317441550644664,0.6167913774541136
0.453646214239641,0.5648705857807378,0.790253038049253,0.2527986226645349,4.2435853442324145e-11,0.0,0.7008888049927128,0.4726075904024816,3.242253925918575e-08,0.6853805663262241,0.465628358273253,0.466443956554779,0.5082261950480316,0.5983642771936591,1.5762679833261628e-10,0.5331281680935344,1.659793800334484e-08,1.9167447579213764e-09,0.5592634838036444,2.4192370648001144e-09,0.8054057868639442,0.6190969815221022,0.4030960205655248,6.711917089827213e-11,2.925966583605666e-09,0.30059921161831354,2.528532938583794e-13,0.5678539593047085,1.252096915372084e-08,0.7203003732999211,2.7386143431132326e-09,0.8460595789999998,0.45903132099999994,0.62876987,0.23158997383653485,2.8538687130716736e-09,2.4823868134682403e-10,0.483936377552249,6.380510252090854e-10,0.33533296851796524,7.486709984599882e-10,0.44809092737095474,0.7696975641683439,0.19391792400826457,3.0597746558669314e-13,4.168887457467463e-14,0.4968072941276715,0.7296867644113467,1.0344054004367623e-07,0.6863533777181542,0.5710713178905956,0.5239283284281593,0.5351220553198276,0.32416825301806074,0.0,2.6967748563769267e-10,0.5796251135541688,0.718423747239055,0.25345800213130953,0.0,0.4478230467836295,0.4386078531254961,0.3800873374117024,0.4369619230104611,0.5684627715095008,0.25538361564663764,0.3449215752463627,0.437915221692385,0.6226227511634118
0.46399726770960137,0.5648286109634209,0.9955325907140773,0.0,4.1009778906087035e-11,0.6124216817762971,0.703803800074214,0.5106768715918334,7.57018604640499e-08,0.6866435398459658,0.4659744207868147,0.4662350591267104,0.5081956348340114,0.290777898023565,1.5886696840862469e-10,0.5328415155260917,9.092660269166422e-09,1.2595843452457844e-09,0.5784270037835323,3.57772519401188e-09,0.8063175105594009,0.6219925828566881,0.5379131711396451,9.446286895059552e-11,2.0763611385810066e-09,5.623279619726418e-14,7.750466934908218e-13,0.7495864705137356,2.5391897650413244e-08,0.7378667704736959,1.915455419276846e-09,0.7858420419999999,0.5569591839999999,0.667927789,0.5672075316396612,1.782966263020637e-09,4.3029209969430715e-10,0.48423253750072365,2.3828492130839596e-10,0.7627731278135064,2.0034470089858036e-10,0.4768837256868971,0.7978998826570857,0.4853035381820143,1.7069679003611782e-13,1.1379786002407855e-14,0.49672132820046505,0.9352462358529288,6.510619343950627e-08,0.6687478880895424,0.5632960765309543,0.5228976645923871,0.5333527017937253,0.4711299965812602,0.0,5.492631436482265e-11,0.5823390402205142,0.731094272201384,0.5203112845108661,0.0,0.38388492383177875,0.46818560257318637,0.3803964315464793,0.49365748688632727,0.5918802068340563,0.3308905916341684,0.4534614041055078,0.4302020299656603,0.6234067445987351
