PCA_Net Income to Stockholder's Equity_PCA_Borrowing dependency_Current Liabilities/Equity,Working Capital to Total Assets,Current Assets/Total Assets,Cash/Total Assets,PCA_Operating Profit Rate_Pre-tax net Interest Rate,Quick Assets/Total Assets,PCA_ROA(C) before interest and depreciation before interest_ROA(A) before interest and % after tax,Total income/Total expense,Current Liabilities/Liability,Retained Earnings to Total Assets,Cash Flow to Liability,Interest Expense Ratio,PCA_Debt ratio %_Current Liability to Assets,PCA_Persistent EPS in the Last Four Seasons_Operating Profit Per Share (Yuan ¥),PCA_Cash flow rate_Operating Funds to Liability,Total expense/Assets,Long-term fund suitability ratio (A),Equity to Long-term Liability,Fixed Assets to Assets,PCA_Cash Reinvestment %_CFO to Assets,Total debt/Total net worth,Cash/Current Liability,Cash Flow to Equity,Cash Flow to Total Assets,Current Ratio,No-credit Interval,Operating Gross Margin,Degree of Financial Leverage (DFL),Cluster,Bankrupt?,Predicted_Cluster
1.0725379296119284,0.0740604550906042,1.5872192495093174,-0.5439649952212263,0.0125492658723808,-1.6441598520517668,-0.2316593202956415,0.1577577504607791,0.2125616557182719,-0.2886846479018807,-0.0291381527502547,0.1620388064733388,1.8087270831320008,0.1808422489720002,-1.0636350081854875,-1.1946573725833944,0.3317378765950396,1.0712844456770734,-0.0133001318978587,-3.5529717674649066,-0.0347396255340089,-0.0832827591839073,0.2681399000087739,0.0859375636283952,-0.0131423288776822,-0.2730352826686049,-0.3493066481381892,0.0396021949210027,2,0,2
-0.0172891692902388,-0.0718907120611978,0.4315596895976551,1.3577673807810935,0.0016973487075592,1.0543990367025329,-0.1574648286158128,-0.4057805438782832,0.7384026966905474,-0.3168962608185318,-0.2501309795511546,0.0820208029922579,0.6087709472698545,0.4166641072942972,-0.2981394993563256,0.7038199257610043,0.6807689729849072,-0.5133694990712685,-0.0132932926976432,-0.3598413880373712,-0.0347404584313409,-0.0832827449416421,-0.4335947763076341,-0.6946028320201121,-0.0131399687398324,0.0204963055839532,-0.4875579355145952,-0.0540676631085719,2,0,2
0.4034926150918137,-0.1563536356628885,0.8335973799064057,-0.7343164343794185,-0.0064085253703305,-0.6935260052850014,-0.5538103395997268,-0.4062326487285335,0.0632988480312035,-0.4085012824675724,-0.1701508430584237,2.4748017956474504,1.305973336399343,-0.4765074317041086,-0.3210752834801265,-2.012574768591953,-0.3834435817184391,-0.1078652904484169,-0.0132351702558127,-0.2503869526325379,-0.034740110123,-0.0832827592244938,-0.4847087232576493,-0.5698860734346867,-0.0131424917647289,-1.3718692400022436,-0.7841008677354364,1.1331773621001546,2,0,2
-0.0157138573073085,-0.9762287172953484,-1.0044981520371266,-1.1690518413637505,0.0026005041694862,-0.8365967399704778,-0.456940850257677,-0.4497484633795239,-0.4368633227393982,-0.4047643525799838,-0.130427760872492,0.455729790544426,0.1311817915457711,-0.3346472274929921,0.0122463284487746,-0.1385868127569694,-0.7932334403640142,-0.0736027025190312,-0.0129921650479806,0.2850695622399999,-0.0347405123653758,-0.0832827594929141,-0.162431876062878,-0.3090278544365259,-0.0131479952379803,-0.0314688734321678,0.1532762085809042,4.715279486595879,2,0,2
0.0465238791784725,-0.1155271936182941,-0.4169984595844398,-1.38835383468617,-0.0242458406573688,0.173585396624302,-0.92802110168757,-0.8122611198214695,-1.003034544105989,-0.5525744897687521,-0.0800450450591134,-0.1380977471100883,-0.0763000629457218,-0.8028328780815333,-0.8287252019957109,0.4396120663349985,0.7811348529193068,0.5088553107148248,-0.0132769177917723,-1.1624187646279944,-0.0347405151371976,-0.0832827600708187,-0.075509582366073,-0.1686813154247945,-0.013133669899647,0.0318877640880334,-0.5508144104682973,-0.1781465685448848,2,0,2
0.2304094088778839,-0.640250803800765,0.1635219364081385,0.5471196136896911,-0.0237341344843687,-0.2852366472385711,-0.95694999244145,-0.7815929908171112,0.3903617934090014,-1.166113600934744,-0.0789896237136579,-0.1136860107059416,1.0191227809018764,-0.7924636000425492,-0.0706499912356985,1.077602530110516,-0.8342388507031284,0.0769323630951769,-0.013041810470116,0.4636444572113322,-0.0347403036013185,-0.0832827545711444,-0.078743019674079,-0.1695410229776966,-0.0131457668157543,-0.0304680712461772,-0.4161631470596763,-0.1551643458512792,2,0,2
0.2166857435343571,-1.1310668936769157,-0.5262800678746821,-1.0034699638893363,-0.0690705298305199,-0.6444241254475707,-1.1854570801904805,-0.8829032550109427,0.5293583351426173,-1.260263762042266,-0.108214922588063,-0.1541442811294655,0.7583080301925197,-1.0614274214316366,-0.3612206188735243,1.3301956731382674,-0.9118535839620996,-0.4500748367555873,-0.0129763599208093,-0.3954846041761671,-0.0347404069436812,-0.0832827595820188,-0.1465956377248891,-0.2662513867862652,-0.0131497349990768,-0.0239638053102445,0.5573115417423986,-0.1926722454540974,2,0,2
0.2973983447796352,-1.041893527460925,-0.4890674809869345,-1.1378340904573836,-0.0075099079992634,-0.7252749975712722,-0.5683549107264745,-0.7125237020090857,-0.338426247313989,-1.4715629475849827,-0.1118389986280804,-0.5162221501798154,0.9124226144122368,-0.6093928597797155,-0.388781967194189,0.4738222121541235,-0.9686491548624884,0.4366438468888312,-0.0128902084220467,-0.4670490413382009,-0.0347402744944072,-0.0832827598926113,-0.1868953485687559,-0.2979893366066846,-0.0131489448377353,-0.0624391585445834,-0.2315566711601048,3.913742856749141,2,0,2
0.5936361522914408,-0.571961466975683,-0.8485844920449088,0.2008073971977228,-0.1484370901088131,-0.7823246259123185,-1.1265518105797372,-3.608331096077988,-1.6518019369982335,-1.1005644655650633,-0.2454882032488702,-0.1089075597304112,0.6690171387731457,-1.9882049913602888,-0.1363956402498323,-0.7473894042005303,-0.9350158183021644,2.809048994686936,-0.0127738223807861,-0.026562716195396,-0.0347400221097708,-0.0832827512275487,-0.9305846717711652,-0.9306756457234012,-0.0131412735716327,-0.0106673087030401,-1.938086380457312,-0.1472978405860377,2,0,2
0.140530964583545,-0.887543008935073,-0.8087774377373494,-0.2990588270856565,0.0025421099266236,-0.6533869322454393,-0.19528899577394,-0.4239867948623121,-0.7867195720239432,-0.8553921348693965,0.0190743998393084,0.4902056078863177,0.4523999049697352,-0.3846730744417463,-0.2644353023247136,-0.136403212853033,-0.954087466243714,0.7298681622779881,-0.0128031297411453,-0.1951288033044798,-0.0347403984636597,-0.0832827562343011,0.1610893183563423,0.167744672009083,-0.0131470161801781,-0.1889762094019685,0.4369470269987047,1.3238121411909884,2,0,2
0.3134440827958873,-1.4461563800644577,-0.5334951758218305,-1.5472517704468485,0.0031685942271265,-0.3934303121703764,-0.1718631514616285,-0.2393051397141164,0.6400824302696712,-0.6426782638336296,-0.1629657904749091,0.3481497800562469,1.0851252468704746,-0.1956317613430453,-0.2423452644015088,-0.3897786198325506,-0.7809733670274773,-0.5133694990712685,-0.0131121864205977,-0.0502836230984146,-0.0347402955697086,-0.08328276091635,-0.3440401849923368,-0.4900071604104113,-0.0131520570019573,-0.1412463015237142,-0.5043209940316291,0.6969267369406785,2,0,2
0.0922633763591805,-0.9244507152158408,-0.5948627493225348,-0.8228517059407703,-0.0284845035955448,-0.3810778915241644,-0.8323435496822619,-0.6667269154390356,-0.1568630512465752,-1.2174550878409591,-0.138911238991245,-0.100631505878897,0.5676039307515482,-0.8976709425335255,-0.4863315056239712,1.1947864706575335,-0.5723022305388107,-0.0597333776067186,-0.0131359674995917,-0.6489902877323683,-0.0347404220685027,-0.0832827587819899,-0.2146127399671239,-0.3645734130347957,-0.0131477145186815,-0.014014864516189,-0.0287075627773245,-0.1519038312433513,2,0,2
0.01143623268248,-0.5052283150803897,-0.4792903739473392,0.0830521850008271,-0.0133318218357673,-0.1213759249022136,-0.6035974058571851,-0.6896600403983214,-0.4566409452247905,-0.236439134475449,0.0653626697925503,-0.315593340313444,0.2292724402177237,-0.5523919360073437,-0.0492767551472144,-0.2854592302922324,-0.5009590608570427,0.2751070503347083,-0.013120847909726,0.2005852598161031,-0.0347404898616732,-0.0832827540847218,0.1913780086610615,0.2595326873157493,-0.0131421729101752,0.030792519297676,-0.4797820875669277,-0.2633540071071522,2,1,2
