Quick Assets/Total Assets,Equity to Liability,Cash/Total Assets,Total debt/Total net worth,Current Assets/Total Assets,Equity to Long-term Liability,Current Liabilities/Liability,Cash/Current Liability,Long-term Liability to Current Assets,Long-term fund suitability ratio (A),Quick Ratio,Working capitcal Turnover Rate,Total Asset Growth Rate,PCA_Contingent liabilities/Net worth_Working Capital/Equity,Current Liability to Current Assets,Fixed Assets to Assets,Current Ratio,PCA_Net Income to Stockholder's Equity_PCA_Borrowing dependency_Current Liabilities/Equity,Quick Assets/Current Liability,Cash Flow to Liability,PCA_ROA(C) before interest and depreciation before interest_ROA(A) before interest and % after tax,Total expense/Assets,Total income/Total expense,Cash Flow to Equity,Cash Flow to Total Assets,No-credit Interval,Interest Expense Ratio,Index,Bankrupt?
0.482054643,0.5084678036356004,0.3500320598255387,8.939822665346778e-09,0.610928858,0.6697610125305582,0.6574963039066472,3.734525726856175e-10,1.4007281098904478e-10,0.3272421752959473,9.179364110836752e-09,0.1371421143804706,0.4020277770781874,0.8495889055467329,0.3709761333659058,3.196814391962221e-06,4.073205290898538e-07,0.6254560577502838,3.98488876263885e-08,0.5990760112281588,0.6509067113102798,0.3610448697016418,0.8131560374384873,0.5371239755923815,0.6342581101242718,0.583153714563256,0.5773080782621746,1,0
0.2599629320000001,0.3152167253531164,0.2303548411638485,2.2820692400019053e-08,0.70201655,0.6719872220407366,0.6420057477512883,1.4081021765255386e-10,1.1077989740815307e-10,0.3739243048095237,1.8475647706617943e-09,0.1377796173581424,0.2656667051931647,0.8583712441482487,0.4476293454313889,1.5506528750284642e-06,2.979073330202276e-07,0.6333387203317095,1.3221461149807904e-08,0.5924457335046048,0.571645783958604,0.0725497512957923,0.7851718322857387,0.5296244247974797,0.5941493210684209,0.5614654489785353,0.6163263885244626,4,0
0.5118002690000001,0.4871094596300246,0.2238946679988166,9.730580866887037e-09,0.536150014,0.6645122316843463,0.919703265775323,1.7504907592891248e-10,0.0,0.9823652754825748,7.642112847920657e-09,0.1369160264353728,0.8497837711195158,0.8498480746802558,0.4555289543942572,1.391435608221858e-07,2.880848084153712e-07,0.6267831243119906,3.4401355214274754e-08,0.5982248668882731,0.6872751985943315,0.2844402895924076,0.8398379248168194,0.5367173978241698,0.6307827103601947,0.5828108153541802,0.5778839068401449,10,0
0.342297898,0.3750918801963548,0.5649734031295448,1.6107277418754215e-08,0.555880158,0.6753937481598505,0.7277062688985617,5.256844664430771e-10,2.533739815180347e-10,0.2730976681615243,4.1015142751305725e-09,0.1368916492771804,0.2328019480575184,0.8505174481473178,0.4836065585313366,4.087834541889075e-06,2.5493345847402496e-07,0.6308337065010597,1.9371087717060843e-08,0.5957296147063308,0.5336531613821927,0.6119209013949531,0.7706679476008298,0.5349596455766878,0.618267405046997,0.5820422466497543,0.5761738110119339,12,0
0.5126349970000001,0.3574129661421418,0.3204184128343771,1.7704290470287043e-08,0.8387929570000001,0.6645122316843463,0.9420034965326364,1.9625306761639203e-10,0.0,0.5357442886519133,5.918815119444753e-09,0.1368948868348282,0.4233804381624353,0.8629071306971755,0.4214212736070317,8.060141934420543e-07,3.3226383464038324e-07,0.6270050384461872,2.498248451353e-08,0.5959686348384777,0.6769781271059138,0.8355741503245697,0.7884592068265613,0.5352381277805501,0.6198157837261233,0.5823339282662479,0.577207616146872,15,0
0.2698647370000001,0.4274840603085236,0.1600713752166996,1.2521448257809056e-08,0.405441611,0.6656789939037427,0.7641276251927821,1.1123980556138058e-10,3.952299251763769e-11,0.2557380526908296,3.865445167726064e-09,0.136749989015652,0.2457826200229556,0.843973830942246,0.5333822753037534,4.946647728737755e-06,2.0286458632273762e-07,0.6306358560952045,1.6779358177448607e-08,0.5946768379852831,0.5121368073371569,0.6560094571290356,0.7667533295027963,0.5340679232118937,0.6124412591429295,0.5821420206527,0.5755462230297854,16,0
0.431212302,0.3838822571495882,0.0572202700655865,1.5400024272731877e-08,0.493961447,0.6808754823186312,0.5485872217446861,3.397641716584854e-11,4.56561139589029e-10,0.98760132137066,6.525725018951406e-09,0.1368543568933665,0.6085332369147545,0.8505149641814813,0.4729693451320071,1.236286696175155e-07,2.671662901825814e-07,0.6271759145191738,2.9153610754103843e-08,0.5945331350562827,0.6295005021174546,0.0908800684856286,0.8825681962094951,0.5336792933278439,0.6108459180138875,0.5826713122048157,0.5773366493787593,29,0
0.32047974,0.3718067931919416,0.0180748346808438,1.638596251784044e-08,0.4038680720000001,0.6645122316843463,0.7931407334951927,8.786686656048207e-13,0.0,0.285011235021525,4.102820504777588e-09,0.1366720295320015,0.3219738231738054,0.8414353315455887,0.5667042704180946,3.1643924170201285e-06,1.7239621807028666e-07,0.6320333593555268,1.7189805952364662e-08,0.592704559124556,0.6076467308436159,0.3557986851030441,0.7916218939242693,0.5314730974871106,0.5989614858004133,0.5803429330634244,0.5833377997087849,30,0
0.482239037,0.491561585938171,0.2700950849918184,9.557986792654849e-09,0.677034243,0.6645122316843463,0.9630935414198124,2.1707696230832677e-10,0.0,0.3087290178341559,7.042496539709161e-09,0.137166402310685,0.5944384750502225,0.8574050451793068,0.3993670818390464,3.3375182471404724e-06,3.633461602803953e-07,0.6265977855421614,3.2029266245232066e-08,0.6006644693177525,0.6707695729915332,0.5291294940132842,0.8085241330483665,0.5383064288278806,0.6426801214055277,0.5824941094322778,0.5774671764718446,31,0
0.0725774400000001,0.3649863324377793,0.2560114166782586,1.698994800012829e-08,0.856091481,0.667528333233213,0.9103779303025707,1.5343832975023286e-10,4.234150009774229e-11,0.5916143916538061,5.943908225856941e-10,0.1380333729117907,0.1479629929772996,0.8644966042304905,0.4077298443686069,7.024525116005318e-07,3.512952123346639e-07,0.6307459912023767,2.852966618998404e-09,0.5984086135247523,0.5887541075649747,0.191211745932377,0.8081098676259995,0.538066013182243,0.6357472978786602,0.5792794142576789,0.5827207098275521,45,0
0.5569591840000001,0.3220881311330663,0.5755583951753575,2.1824841281653864e-08,0.667927789,0.6766446631022786,0.7626749405913036,4.676059418146084e-10,2.0034484835007582e-10,0.3504829334946713,6.370541075131214e-09,0.136932670439356,0.2260097688465177,0.8486747054113309,0.4755214603217475,1.934153231477947e-06,2.64187564663138e-07,0.6311365198963951,2.7480464933997417e-08,0.5947038714995879,0.6182195898202801,0.4713849996304534,0.7980142681033441,0.5333527087333715,0.6107645407511604,0.5823390400078092,0.5784270035859852,46,0
0.410198071,0.4561248278457331,0.0136360830516442,1.105455517359452e-08,0.648757961,0.6645122316843463,0.8231134276435373,0.0,0.0,0.5567062234590734,6.053641610995891e-09,0.1370777099633684,0.2357543148511159,0.8550617985819354,0.4131089961305329,9.415921076185676e-07,3.4370082047609414e-07,0.62614193794094,2.6815397572110785e-08,0.5955799023266743,0.6408040189936741,0.3522516449593102,0.8173596612265446,0.5348890204027709,0.617620216892551,0.5823126345413393,0.5773023637095629,53,0
0.5691236110000001,0.5556259257928119,0.2151490683816868,7.460256478113853e-09,0.702069316,0.6645122316843463,0.7713677061887133,2.1402154180838462e-10,0.0,0.3726632394111557,7.74074257318437e-09,0.1371903030192301,0.2478239194318264,0.8610427951038716,0.327569825854221,2.418355641904262e-06,4.863789219371846e-07,0.62496827333658,4.881602966628109e-08,0.5969456740464099,0.6059039964402884,0.2232465157366162,0.820607157225387,0.5356825750785286,0.6236821260195227,0.5835478043444573,0.5772492820831725,54,0
0.340728931,0.4716561803930055,0.4985038891974064,1.0361481044256913e-08,0.3948447580000001,0.6720436481499027,0.7213071422820505,5.363061210406084e-10,2.956027748968193e-10,0.3083521899296596,5.682800534182256e-09,0.1368357486209911,0.3759215109178085,0.846747542462433,0.5102116431330801,3.5549995586372086e-06,2.260795538143901e-07,0.6286346194568945,2.4471669837463145e-08,0.5970558475815039,0.594785636717298,0.505669583094502,0.7849150502923318,0.5359739414066602,0.6252066482951733,0.5821657494291719,0.5839212314216595,56,0
0.4944081600000001,0.4957789473550878,0.265346903842468,9.399571554696146e-09,0.631697181,0.6645122316843463,0.9340885675023464,2.1761453229685035e-10,0.0,0.3661947105805089,7.692788460715236e-09,0.1369581845196963,0.6300122654792224,0.8557228888139783,0.4112223087487984,2.304730475031141e-06,3.463610325406686e-07,0.6269483270535434,3.364836861574562e-08,0.5718275615711059,0.63515819511276,0.396845285109566,0.8091809295893552,0.51858255650953,0.506110513634255,0.5825864558481254,0.5773023637095629,57,0
0.3949512760000001,0.4883005283266994,0.0541231165134188,9.683903375804633e-09,0.5771893040000001,0.6760602813970522,0.5282863539865311,4.4230976520287506e-11,3.2938438955520954e-10,0.3404004919204809,7.922216666532422e-09,0.1369335750865365,0.2529805207346077,0.8564824538646272,0.3680350534181611,3.0705244371528667e-06,4.121636216342626e-07,0.6274105433458458,3.4885226637916464e-08,0.595994861319967,0.6074036071759904,0.5535248037463456,0.7885354423759149,0.5351983224364903,0.6197621123547915,0.5825876164819075,0.5809089057695589,74,0
